2227,OWNER,classic,Tachov,8930,0.68,108,1510912,92976,A
2262,OWNER,classic,Rakovnik,8598,0.49,123,1728157,230220,C
2279,OWNER,classic,Benesov,8507,0.18,132,995434,314688,C
2350,OWNER,classic,Pisek,8968,0.52,131,1171314,159744,C
2699,OWNER,junior,Opava,8746,0.41,90,1146761,231168,C
2725,OWNER,classic,Usti nad Orlici,8363,0.97,108,515762,69624,C
2824,OWNER,gold,Praha - zapad,9622,0.14,154,406326,50460,C
2910,OWNER,classic,Frydek - Mistek,9893,0.63,96,1154241,437460,C
2912,OWNER,classic,Ostrava - mesto,10673,0.69,100,1418938,380160,C
2982,OWNER,gold,Prachatice,8402,0.85,120,1252312,41256,C
2986,OWNER,classic,Vyskov,8288,0.73,110,576479,24792,C
2994,OWNER,classic,Vsetin,8909,1.55,113,495955,48744,C
3050,OWNER,classic,Semily,8208,0.37,155,1049093,82896,A
3112,OWNER,junior,Louny,8965,1.15,104,442939,123216,C
3166,OWNER,classic,Kromeriz,8444,0.23,106,1033751,177744,D
3229,OWNER,classic,Zlin,9624,0.71,145,620656,39024,A
3293,OWNER,classic,Hl.m. Praha,12541,0.14,167,1175935,276084,C
3664,OWNER,classic,Hl.m. Praha,12541,0.14,167,868034,271584,C
4099,OWNER,classic,Brno - mesto,9897,0.36,140,453372,41856,C
4337,OWNER,classic,Rokycany,8843,0.78,113,987683,51408,A
4342,OWNER,classic,Ostrava - mesto,10673,0.69,100,1149453,100128,C
4354,OWNER,classic,Louny,8965,1.15,104,783186,327660,C
4423,OWNER,classic,Most,10446,2.06,90,1559633,73836,A
4448,OWNER,classic,Prostejov,8441,1.03,115,478530,192744,A
4456,OWNER,classic,Ceske Budejovice,10045,0.29,135,457611,321240,C
4503,OWNER,junior,Svitavy,8187,0.62,94,907130,135360,C
4533,OWNER,classic,Frydek - Mistek,9893,0.63,96,1523915,81144,C
4580,OWNER,classic,Nymburk,8899,0.58,149,1464572,20220,A
4585,OWNER,classic,Plzen - jih,8561,0.64,110,347906,64656,C
4616,OWNER,classic,Hl.m. Praha,12541,0.14,167,1587674,66696,C
4631,OWNER,classic,Vsetin,8909,1.55,113,577336,87528,C
4715,OWNER,classic,Mlada Boleslav,11277,0.19,127,1196549,97176,C
4746,OWNER,classic,Brno - mesto,9897,0.36,140,1182841,204780,C
4863,OWNER,junior,Kolin,9307,0.58,118,1006225,76080,A
4894,OWNER,classic,Ceske Budejovice,10045,0.29,135,816608,117024,A
4949,OWNER,gold,Decin,8705,1.86,116,970833,289920,C
4999,OWNER,classic,Hl.m. Praha,12541,0.14,167,867034,165168,C
5120,OWNER,classic,Hl.m. Praha,12541,0.14,167,1005421,323472,A
5133,OWNER,classic,Frydek - Mistek,9893,0.63,96,1219336,57060,C
5180,OWNER,classic,Brno - mesto,9897,0.36,140,792719,58764,C
5196,OWNER,classic,Rakovnik,8598,0.49,123,1223131,79824,A
5213,OWNER,classic,Hl.m. Praha,12541,0.14,167,1170435,320976,D
5215,OWNER,classic,Brno - venkov,8743,0.55,111,415707,14628,A
5442,OWNER,junior,Kolin,9307,0.58,118,1260087,174744,B
5477,OWNER,classic,Hodonin,8720,0.77,116,1357334,349392,C
5593,OWNER,classic,Cesky Krumlov,9045,0.47,124,1484069,44376,A
5602,OWNER,classic,Prachatice,8402,0.85,120,1099946,177504,C
5622,OWNER,junior,Hodonin,8720,0.77,116,467411,83016,A
5891,OWNER,gold,Beroun,8980,0.26,111,938406,65184,A
5944,OWNER,classic,Plzen - jih,8561,0.64,110,554955,78720,C
5952,OWNER,classic,Svitavy,8187,0.62,94,921578,141240,A
6030,OWNER,gold,Pardubice,9538,0.3,111,547091,28248,A
6062,OWNER,classic,Karlovy Vary,8991,0.62,128,1011343,321360,C
6148,OWNER,classic,Ostrava - mesto,10673,0.69,100,596036,59760,A
6157,OWNER,classic,Chomutov,9675,1.25,100,1713046,247920,C
6265,OWNER,classic,Kolin,9307,0.58,118,520995,87360,C
6273,OWNER,classic,Louny,8965,1.15,104,856522,87360,A
6353,OWNER,classic,Plzen - mesto,10787,0.45,131,636806,79920,C
6363,OWNER,gold,Pribram,8754,0.48,137,331265,17508,A
6461,OWNER,classic,Svitavy,8187,0.62,94,890306,150912,C
6505,OWNER,classic,Melnik,9920,0.61,130,328107,38496,C
6510,OWNER,classic,Ostrava - mesto,10673,0.69,100,487135,76992,C
6592,OWNER,junior,Hl.m. Praha,12541,0.14,167,1527497,390660,C
6649,OWNER,classic,Hl.m. Praha,12541,0.14,167,581687,100260,C
6924,OWNER,junior,Ostrava - mesto,10673,0.69,100,643279,194880,C
6930,OWNER,classic,Usti nad Labem,9832,1.16,114,624805,25944,A
6950,OWNER,classic,Liberec,9198,0.95,131,680669,475680,C
7045,OWNER,classic,Trutnov,8541,0.46,131,956868,288720,C
7156,OWNER,classic,Novy Jicin,8678,0.36,102,621177,49488,C
7614,OWNER,classic,Uherske Hradiste,8544,0.57,109,1047588,320592,C
7637,OWNER,junior,Nachod,8369,0.52,117,638336,390096,C
7721,OWNER,classic,Rakovnik,8598,0.49,123,605334,45456,C
7733,OWNER,classic,Prachatice,8402,0.85,120,1092091,140064,C
7745,OWNER,classic,Benesov,8507,0.18,132,1302621,77544,C
7753,OWNER,classic,Ostrava - mesto,10673,0.69,100,1547898,51696,A
7795,OWNER,gold,Zlin,9624,0.71,145,1457371,372120,C
7859,OWNER,gold,Usti nad Orlici,8363,0.97,108,886920,72120,A
7861,OWNER,classic,Chomutov,9675,1.25,100,484409,21852,A
7894,OWNER,classic,Plzen - jih,8561,0.64,110,703987,153144,C
7957,OWNER,classic,Trutnov,8541,0.46,131,894610,42900,A
8026,OWNER,classic,Liberec,9198,0.95,131,615157,128268,C
8038,OWNER,classic,Pardubice,9538,0.3,111,570734,35856,C
8039,OWNER,classic,Nymburk,8899,0.58,149,779007,93600,A
8041,OWNER,classic,Ostrava - mesto,10673,0.69,100,654855,140400,A
8127,OWNER,classic,Litomerice,9065,0.93,123,1069833,155880,A
8129,OWNER,classic,Jicin,8390,0.61,132,527867,74736,A
8173,OWNER,junior,Hl.m. Praha,12541,0.14,167,1035384,80340,A
8260,OWNER,junior,Tachov,8930,0.68,108,1448027,224604,A
8327,OWNER,junior,Hl.m. Praha,12541,0.14,167,723757,247728,C
8492,OWNER,classic,Benesov,8507,0.18,132,331728,85860,C
8533,OWNER,classic,Pardubice,9538,0.3,111,597098,174048,C
8547,OWNER,classic,Ceske Budejovice,10045,0.29,135,272615,173016,C
8625,OWNER,classic,Zlin,9624,0.71,145,598940,47304,A
8931,OWNER,classic,Vyskov,8288,0.73,110,1351375,186300,C
9093,OWNER,classic,Jihlava,8757,0.57,96,519242,189300,C
9235,OWNER,classic,Litomerice,9065,0.93,123,382351,83280,C
9265,OWNER,junior,Ceska Lipa,9272,0.42,118,718104,39576,A
9337,OWNER,classic,Praha - zapad,9622,0.14,154,404816,52128,A
9377,OWNER,classic,Hl.m. Praha,12541,0.14,167,735961,99936,C
9422,OWNER,classic,Karvina,10177,1.12,81,1080746,86184,A
9491,OWNER,junior,Melnik,9920,0.61,130,1083571,225504,C
9504,OWNER,classic,Nymburk,8899,0.58,149,980419,341280,C
9790,OWNER,classic,Usti nad Orlici,8363,0.97,108,1418253,133968,C
9814,OWNER,gold,Zlin,9624,0.71,145,1268141,96168,A
9859,OWNER,classic,Plzen - jih,8561,0.64,110,747481,300600,C
9869,OWNER,junior,Benesov,8507,0.18,132,559900,331560,C
10022,OWNER,classic,Hl.m. Praha,12541,0.14,167,727391,218064,C
10065,OWNER,classic,Sumperk,8369,1.15,107,1506299,311232,C
10079,OWNER,classic,Uherske Hradiste,8544,0.57,109,888602,167100,C
10243,OWNER,classic,Chrudim,8254,0.97,97,1684132,113436,C
10297,OWNER,classic,Ceske Budejovice,10045,0.29,135,639106,421008,C
10361,OWNER,classic,Tabor,9104,0.56,123,1131767,86880,A
10404,OWNER,classic,Hl.m. Praha,12541,0.14,167,633303,194280,C
10411,OWNER,gold,Most,10446,2.06,90,863244,123408,A
10439,OWNER,gold,Zdar nad Sazavou,8512,0.61,102,976721,151560,A
10445,OWNER,classic,Olomouc,8994,0.99,110,613881,23412,C
10520,OWNER,gold,Brno - venkov,8743,0.55,111,386090,417600,C
10613,OWNER,classic,Brno - venkov,8743,0.55,111,882234,249792,C
10644,OWNER,junior,Jindrichuv Hradec,8427,0.42,107,1144436,269964,C
10650,OWNER,gold,Sumperk,8369,1.15,107,1291263,196224,C
10663,OWNER,classic,Praha - zapad,9622,0.14,154,1127675,260028,A
10679,OWNER,classic,Hl.m. Praha,12541,0.14,167,1274772,197808,C
10738,OWNER,classic,Tachov,8930,0.68,108,1592991,115992,A
10905,OWNER,classic,Ceska Lipa,9272,0.42,118,281210,57120,C
10954,OWNER,classic,Klatovy,8554,0.21,113,325378,18720,C
11013,OWNER,junior,Vyskov,8288,0.73,110,1079960,274740,A
11042,OWNER,classic,Olomouc,8994,0.99,110,934135,217152,A
11079,OWNER,classic,Jindrichuv Hradec,8427,0.42,107,1244865,98304,A
11138,OWNER,classic,Karvina,10177,1.12,81,1506603,89880,A
11141,OWNER,classic,Hl.m. Praha,12541,0.14,167,956038,44940,A
11186,OWNER,junior,Pribram,8754,0.48,137,1093224,392460,C
11359,OWNER,classic,Trebic,8814,0.98,107,666666,54024,A
